"Uniprot1","Uniprot2","path.length","K.edge","Degree1","Degree2","mean_deg","min_deg","max_deg","drug_pair","network"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Amoxicillin_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Aztreonam_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Cefaclor_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Cefotaxime_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Cephalexin_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Imipenem_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Meropenem_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Penicillin G_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0084",4,1,1,11,6,1,11,"Piperacillin_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Amoxicillin_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Aztreonam_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Cefaclor_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Cefotaxime_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Cephalexin_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Imipenem_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Meropenem_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Penicillin G_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0149",5,1,1,7,4,1,7,"Piperacillin_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
"eco:b0026","eco:b0635",4,1,1,1,1,1,1,"Amoxicillin_Pseudomonic acid","LC.INT.EcoliNet.764gene.1073link.txt"
